Order ID	Product	Quantity Ordered	Price Each	Order Date	Purchase Address
237397	AAA Batteries (4-pack)	1	2.99	08/10/19 09:01	185 Lincoln St, Los Angeles, CA 90001
237398	Lightning Charging Cable	1	14.95	08/20/19 20:41	10 4th St, Seattle, WA 98101
237399	Flatscreen TV	1	300	08/28/19 17:32	434 12th St, Seattle, WA 98101
237400	Flatscreen TV	1	300	08/31/19 15:07	588 Jefferson St, New York City, NY 10001
237401	USB-C Charging Cable	1	11.95	08/11/19 12:44	356 Ridge St, San Francisco, CA 94016
237402	USB-C Charging Cable	1	11.95	08/06/19 20:25	409 12th St, Los Angeles, CA 90001
237403	Lightning Charging Cable	1	14.95	08/31/19 10:06	181 Elm St, San Francisco, CA 94016
237404	Apple Airpods Headphones	1	150	08/24/19 13:52	710 Lakeview St, Atlanta, GA 30301
237405	27in 4K Gaming Monitor	1	389.99	08/15/19 10:52	415 Ridge St, San Francisco, CA 94016
237406	Wired Headphones	1	11.99	08/25/19 16:23	155 Lincoln St, New York City, NY 10001
237407	AAA Batteries (4-pack)	1	2.99	08/24/19 23:56	605 Elm St, New York City, NY 10001
237408	Lightning Charging Cable	1	14.95	08/10/19 19:18	455 Hill St, Dallas, TX 75001
237409	Bose SoundSport Headphones	1	99.99	08/13/19 11:27	906 8th St, San Francisco, CA 94016
237410	AAA Batteries (4-pack)	1	2.99	08/26/19 16:14	737 North St, Los Angeles, CA 90001
237411	Apple Airpods Headphones	1	150	08/23/19 18:08	143 9th St, San Francisco, CA 94016
237412	Google Phone	1	600	08/02/19 10:48	720 Chestnut St, San Francisco, CA 94016
237413	AAA Batteries (4-pack)	2	2.99	08/08/19 08:53	626 13th St, Los Angeles, CA 90001
237414	Macbook Pro Laptop	1	1700	08/25/19 17:16	111 Lincoln St, Seattle, WA 98101
237415	Apple Airpods Headphones	1	150	08/12/19 15:09	815 4th St, Atlanta, GA 30301
237416	iPhone	1	700	08/18/19 16:30	176 6th St, San Francisco, CA 94016
237417	Apple Airpods Headphones	1	150	08/05/19 16:00	260 Lake St, Atlanta, GA 30301
237418	Wired Headphones	1	11.99	08/07/19 14:23	305 Spruce St, Portland, ME 04101
237419	Lightning Charging Cable	1	14.95	08/27/19 17:57	151 River St, Los Angeles, CA 90001
237420	AAA Batteries (4-pack)	1	2.99	08/16/19 10:57	87 Meadow St, Dallas, TX 75001
237421	Flatscreen TV	1	300	08/11/19 14:21	717 7th St, San Francisco, CA 94016
237422	LG Dryer	1	600.0	08/04/19 18:00	306 West St, New York City, NY 10001
237423	27in 4K Gaming Monitor	1	389.99	08/23/19 15:39	82 Walnut St, Dallas, TX 75001
237424	34in Ultrawide Monitor	1	379.99	08/20/19 20:05	369 4th St, Los Angeles, CA 90001
237425	Google Phone	1	600	08/14/19 05:36	224 2nd St, Boston, MA 02215
237426	AA Batteries (4-pack)	1	3.84	08/31/19 09:28	352 12th St, Los Angeles, CA 90001
237427	Wired Headphones	1	11.99	08/15/19 15:14	416 Washington St, Portland, ME 04101
237428	34in Ultrawide Monitor	1	379.99	08/22/19 12:23	115 6th St, Los Angeles, CA 90001
237429	Apple Airpods Headphones	1	150	08/23/19 13:48	497 Jefferson St, San Francisco, CA 94016
237430	27in 4K Gaming Monitor	1	389.99	08/03/19 09:39	384 Johnson St, New York City, NY 10001
237431	Lightning Charging Cable	1	14.95	08/21/19 21:15	386 Meadow St, Dallas, TX 75001
237432	USB-C Charging Cable	1	11.95	08/02/19 09:53	506 12th St, San Francisco, CA 94016
237433	AA Batteries (4-pack)	2	3.84	08/02/19 13:57	819 Spruce St, San Francisco, CA 94016
237434	AA Batteries (4-pack)	1	3.84	08/31/19 12:34	551 West St, Atlanta, GA 30301
237435	USB-C Charging Cable	1	11.95	08/21/19 18:46	499 6th St, Atlanta, GA 30301
237436	USB-C Charging Cable	1	11.95	08/18/19 19:41	83 2nd St, Dallas, TX 75001
237437	AAA Batteries (4-pack)	2	2.99	08/23/19 19:14	496 Main St, Seattle, WA 98101
237438	27in 4K Gaming Monitor	1	389.99	08/08/19 15:09	496 South St, Dallas, TX 75001
237439	Bose SoundSport Headphones	1	99.99	08/07/19 14:26	675 Lake St, Los Angeles, CA 90001
237440	AAA Batteries (4-pack)	1	2.99	08/11/19 19:50	775 8th St, Portland, OR 97035
237441	Wired Headphones	1	11.99	08/07/19 08:21	404 Jackson St, Boston, MA 02215
237442	USB-C Charging Cable	1	11.95	08/03/19 16:32	484 Main St, San Francisco, CA 94016
237443	Wired Headphones	1	11.99	08/16/19 11:13	818 Lincoln St, Portland, ME 04101
237444	Macbook Pro Laptop	1	1700	08/19/19 13:02	820 Jefferson St, Los Angeles, CA 90001
237445	USB-C Charging Cable	1	11.95	08/10/19 10:04	337 Meadow St, San Francisco, CA 94016
237446	AA Batteries (4-pack)	1	3.84	08/19/19 15:40	161 Lake St, San Francisco, CA 94016
237447	Lightning Charging Cable	1	14.95	08/27/19 16:50	286 Sunset St, New York City, NY 10001
237448	Lightning Charging Cable	1	14.95	08/11/19 13:38	428 14th St, Dallas, TX 75001
237449	AA Batteries (4-pack)	2	3.84	08/10/19 11:18	36 North St, Dallas, TX 75001
237450	27in 4K Gaming Monitor	1	389.99	08/13/19 06:53	99 Spruce St, New York City, NY 10001
237451	Wired Headphones	1	11.99	08/29/19 11:12	987 Forest St, Los Angeles, CA 90001
237452	Apple Airpods Headphones	1	150	08/22/19 11:00	200 Jefferson St, San Francisco, CA 94016
237453	AAA Batteries (4-pack)	1	2.99	08/11/19 13:14	582 Lakeview St, Seattle, WA 98101
237454	27in 4K Gaming Monitor	1	389.99	08/28/19 09:49	13 Main St, New York City, NY 10001
237455	AA Batteries (4-pack)	1	3.84	08/28/19 18:11	159 1st St, New York City, NY 10001
237456	USB-C Charging Cable	1	11.95	08/06/19 10:06	772 Hickory St, New York City, NY 10001
237457	Wired Headphones	1	11.99	08/30/19 13:42	116 13th St, Portland, OR 97035
237458	AA Batteries (4-pack)	2	3.84	08/03/19 03:59	679 Adams St, San Francisco, CA 94016
237459	Macbook Pro Laptop	1	1700	08/25/19 07:30	478 Forest St, Boston, MA 02215
237460	AA Batteries (4-pack)	1	3.84	08/13/19 15:45	417 2nd St, San Francisco, CA 94016
237461	Apple Airpods Headphones	1	150	08/25/19 23:29	167 Wilson St, Los Angeles, CA 90001
237462	34in Ultrawide Monitor	1	379.99	08/21/19 00:09	943 10th St, Boston, MA 02215
237463	Bose SoundSport Headphones	1	99.99	08/11/19 22:02	45 Center St, Dallas, TX 75001
237464	Wired Headphones	1	11.99	08/11/19 18:54	673 River St, Dallas, TX 75001
237465	34in Ultrawide Monitor	1	379.99	08/15/19 04:59	266 South St, Los Angeles, CA 90001
237466	AA Batteries (4-pack)	1	3.84	08/25/19 22:11	57 Washington St, Los Angeles, CA 90001
237467	Apple Airpods Headphones	1	150	08/30/19 18:37	975 West St, San Francisco, CA 94016
237468	USB-C Charging Cable	2	11.95	08/11/19 17:39	48 Maple St, Dallas, TX 75001
237469	Vareebadd Phone	1	400	08/13/19 16:56	752 Jackson St, Los Angeles, CA 90001
237470	Bose SoundSport Headphones	1	99.99	08/25/19 20:44	549 8th St, Los Angeles, CA 90001
237471	Apple Airpods Headphones	1	150	08/17/19 21:34	877 Ridge St, San Francisco, CA 94016
237472	Apple Airpods Headphones	1	150	08/05/19 09:37	38 10th St, Los Angeles, CA 90001
237473	AAA Batteries (4-pack)	2	2.99	08/11/19 21:56	451 Spruce St, San Francisco, CA 94016
237474	AA Batteries (4-pack)	3	3.84	08/01/19 10:50	474 Cedar St, Boston, MA 02215
237475	Lightning Charging Cable	1	14.95	08/22/19 15:25	817 Chestnut St, Los Angeles, CA 90001
237476	USB-C Charging Cable	1	11.95	08/19/19 15:06	41 North St, Los Angeles, CA 90001
237477	ThinkPad Laptop	1	999.99	08/07/19 18:21	129 Pine St, San Francisco, CA 94016
237478	Wired Headphones	1	11.99	08/24/19 21:35	16 Park St, San Francisco, CA 94016
237479	Apple Airpods Headphones	1	150	08/19/19 13:46	130 9th St, Seattle, WA 98101
237480	Lightning Charging Cable	3	14.95	08/08/19 06:15	124 8th St, New York City, NY 10001
237481	AAA Batteries (4-pack)	1	2.99	08/17/19 21:40	561 13th St, New York City, NY 10001
237482	AAA Batteries (4-pack)	2	2.99	08/14/19 12:50	133 12th St, Boston, MA 02215
237483	Lightning Charging Cable	1	14.95	08/04/19 08:06	687 Wilson St, San Francisco, CA 94016
237484	USB-C Charging Cable	1	11.95	08/18/19 22:35	722 Lincoln St, Seattle, WA 98101
237485	Bose SoundSport Headphones	1	99.99	08/22/19 04:07	866 Meadow St, Portland, OR 97035
237486	USB-C Charging Cable	1	11.95	08/30/19 19:50	552 North St, Seattle, WA 98101
237487	27in 4K Gaming Monitor	1	389.99	08/11/19 18:47	340 Adams St, Atlanta, GA 30301
237488	AAA Batteries (4-pack)	1	2.99	08/03/19 12:36	94 Adams St, New York City, NY 10001
237489	27in FHD Monitor	1	149.99	08/13/19 18:42	834 5th St, New York City, NY 10001
237490	AAA Batteries (4-pack)	1	2.99	08/31/19 00:21	715 4th St, Atlanta, GA 30301
237491	27in 4K Gaming Monitor	1	389.99	08/14/19 13:06	850 Hickory St, San Francisco, CA 94016
237492	27in 4K Gaming Monitor	1	389.99	08/04/19 10:11	536 1st St, Los Angeles, CA 90001
237493	AA Batteries (4-pack)	1	3.84	08/20/19 01:37	997 River St, New York City, NY 10001
237494	Flatscreen TV	1	300	08/17/19 14:58	28 South St, Austin, TX 73301
237495	AAA Batteries (4-pack)	1	2.99	08/15/19 16:17	688 11th St, Boston, MA 02215
237496	AAA Batteries (4-pack)	4	2.99	08/14/19 13:43	11 Wilson St, Boston, MA 02215
237497	Apple Airpods Headphones	1	150	08/28/19 21:23	421 Church St, Los Angeles, CA 90001
237498	AA Batteries (4-pack)	1	3.84	08/16/19 09:31	365 West St, San Francisco, CA 94016
237499	Lightning Charging Cable	1	14.95	08/29/19 16:34	70 Hickory St, New York City, NY 10001
237500	iPhone	1	700	08/31/19 07:40	965 Main St, Los Angeles, CA 90001
237501	AAA Batteries (4-pack)	2	2.99	08/19/19 19:30	187 Spruce St, San Francisco, CA 94016
237502	USB-C Charging Cable	1	11.95	08/06/19 17:28	975 Ridge St, San Francisco, CA 94016
237503	Bose SoundSport Headphones	1	99.99	08/10/19 10:33	710 Sunset St, Portland, OR 97035
237504	Apple Airpods Headphones	1	150	08/14/19 14:16	526 1st St, Seattle, WA 98101
237505	AA Batteries (4-pack)	2	3.84	08/16/19 16:05	676 Jackson St, Los Angeles, CA 90001
237506	Bose SoundSport Headphones	1	99.99	08/31/19 17:17	771 Madison St, San Francisco, CA 94016
237507	Apple Airpods Headphones	1	150	08/29/19 20:24	657 10th St, Austin, TX 73301
237508	34in Ultrawide Monitor	1	379.99	08/26/19 20:38	542 9th St, Austin, TX 73301
237509	iPhone	1	700	08/16/19 17:55	74 West St, San Francisco, CA 94016
237510	Lightning Charging Cable	1	14.95	08/05/19 14:35	596 Spruce St, New York City, NY 10001
237511	27in FHD Monitor	1	149.99	08/21/19 15:58	336 6th St, New York City, NY 10001
237512	Flatscreen TV	1	300	08/03/19 20:04	694 Madison St, Los Angeles, CA 90001
237513	Apple Airpods Headphones	1	150	08/10/19 07:49	757 Lakeview St, San Francisco, CA 94016
237514	AAA Batteries (4-pack)	1	2.99	08/15/19 13:32	161 Willow St, Boston, MA 02215
237515	Google Phone	1	600	08/17/19 14:30	539 Lake St, New York City, NY 10001
237516	AAA Batteries (4-pack)	1	2.99	08/03/19 15:47	906 Meadow St, Dallas, TX 75001
237517	AA Batteries (4-pack)	2	3.84	08/29/19 12:17	72 Church St, Boston, MA 02215
237518	AA Batteries (4-pack)	1	3.84	08/12/19 20:11	988 Johnson St, Austin, TX 73301
237519	Wired Headphones	1	11.99	08/22/19 21:51	527 13th St, Los Angeles, CA 90001
237520	USB-C Charging Cable	1	11.95	08/15/19 20:14	888 2nd St, Atlanta, GA 30301
237521	USB-C Charging Cable	1	11.95	08/20/19 14:43	132 South St, Boston, MA 02215
237522	AAA Batteries (4-pack)	1	2.99	08/14/19 20:34	919 9th St, New York City, NY 10001
237523	AAA Batteries (4-pack)	2	2.99	08/23/19 11:58	163 9th St, Atlanta, GA 30301
237524	Wired Headphones	1	11.99	08/02/19 04:42	589 Maple St, Boston, MA 02215
237525	Flatscreen TV	1	300	08/05/19 16:57	251 Lakeview St, New York City, NY 10001
237526	iPhone	1	700	08/01/19 17:07	145 Meadow St, Austin, TX 73301
237527	LG Dryer	1	600.0	08/12/19 08:23	355 Chestnut St, Los Angeles, CA 90001
237528	Lightning Charging Cable	1	14.95	08/05/19 16:21	887 Park St, San Francisco, CA 94016
237529	Lightning Charging Cable	1	14.95	08/04/19 16:42	661 Forest St, Seattle, WA 98101
237530	AA Batteries (4-pack)	1	3.84	08/30/19 22:24	613 Lake St, San Francisco, CA 94016
237531	Lightning Charging Cable	1	14.95	08/26/19 19:01	683 Sunset St, San Francisco, CA 94016
237532	Vareebadd Phone	1	400	08/30/19 18:52	215 Chestnut St, Seattle, WA 98101
237533	USB-C Charging Cable	1	11.95	08/12/19 00:27	427 Lake St, Boston, MA 02215
237534	Apple Airpods Headphones	1	150	08/28/19 08:18	650 Adams St, San Francisco, CA 94016
237535	27in FHD Monitor	1	149.99	08/26/19 02:19	393 8th St, Austin, TX 73301
237536	Bose SoundSport Headphones	1	99.99	08/11/19 17:29	83 Church St, New York City, NY 10001
237537	Flatscreen TV	1	300	08/27/19 17:20	945 Sunset St, Dallas, TX 75001
237538	USB-C Charging Cable	1	11.95	08/11/19 19:13	936 Forest St, Atlanta, GA 30301
237539	Wired Headphones	1	11.99	08/11/19 08:49	844 Elm St, San Francisco, CA 94016
237540	Vareebadd Phone	1	400	08/24/19 17:54	136 2nd St, San Francisco, CA 94016
237541	27in 4K Gaming Monitor	1	389.99	08/19/19 18:21	933 Center St, Los Angeles, CA 90001
237542	Lightning Charging Cable	1	14.95	08/05/19 14:28	743 Dogwood St, San Francisco, CA 94016
237543	ThinkPad Laptop	1	999.99	08/01/19 22:06	157 Spruce St, San Francisco, CA 94016
237544	Bose SoundSport Headphones	1	99.99	08/04/19 14:38	701 Willow St, San Francisco, CA 94016
237545	Bose SoundSport Headphones	1	99.99	08/13/19 15:50	409 2nd St, Atlanta, GA 30301
237546	AAA Batteries (4-pack)	2	2.99	08/03/19 08:56	355 Washington St, Atlanta, GA 30301
237547	AAA Batteries (4-pack)	1	2.99	08/27/19 16:17	568 Dogwood St, Atlanta, GA 30301
237548	AA Batteries (4-pack)	1	3.84	08/28/19 18:38	851 Spruce St, New York City, NY 10001
237549	AAA Batteries (4-pack)	1	2.99	08/22/19 12:55	137 10th St, Dallas, TX 75001
237550	Bose SoundSport Headphones	1	99.99	08/21/19 10:10	804 Chestnut St, San Francisco, CA 94016
237551	iPhone	1	700	08/18/19 19:55	743 Madison St, San Francisco, CA 94016
237552	AAA Batteries (4-pack)	1	2.99	08/18/19 17:57	915 1st St, San Francisco, CA 94016
237553	Apple Airpods Headphones	1	150	08/18/19 19:02	679 13th St, San Francisco, CA 94016
237554	AAA Batteries (4-pack)	2	2.99	08/28/19 22:03	737 13th St, San Francisco, CA 94016
237555	iPhone	1	700	08/20/19 07:42	897 Park St, San Francisco, CA 94016
237556	iPhone	1	700	08/23/19 19:20	503 Washington St, New York City, NY 10001
237557	Lightning Charging Cable	1	14.95	08/22/19 22:22	555 Sunset St, San Francisco, CA 94016
237558	Macbook Pro Laptop	1	1700	08/31/19 20:46	714 Lakeview St, Atlanta, GA 30301
237559	27in 4K Gaming Monitor	1	389.99	08/15/19 22:58	73 9th St, New York City, NY 10001
237560	USB-C Charging Cable	1	11.95	08/09/19 00:26	397 Lincoln St, San Francisco, CA 94016
237561	AAA Batteries (4-pack)	1	2.99	08/03/19 14:59	309 Church St, Atlanta, GA 30301
237562	Apple Airpods Headphones	1	150	08/15/19 10:19	509 Walnut St, Boston, MA 02215
237563	Lightning Charging Cable	1	14.95	08/21/19 11:34	240 Adams St, Austin, TX 73301
237564	20in Monitor	1	109.99	08/25/19 12:05	12 Madison St, San Francisco, CA 94016
237565	USB-C Charging Cable	1	11.95	08/02/19 22:24	27 4th St, New York City, NY 10001
237566	Bose SoundSport Headphones	1	99.99	08/15/19 10:07	936 11th St, San Francisco, CA 94016
237567	Bose SoundSport Headphones	1	99.99	08/01/19 19:42	141 4th St, Boston, MA 02215
237568	Bose SoundSport Headphones	1	99.99	08/04/19 12:15	582 10th St, Atlanta, GA 30301
237569	AA Batteries (4-pack)	1	3.84	08/29/19 12:55	514 Washington St, Boston, MA 02215
237570	Macbook Pro Laptop	1	1700	08/03/19 09:20	495 12th St, New York City, NY 10001
237571	AA Batteries (4-pack)	1	3.84	08/24/19 11:05	676 9th St, San Francisco, CA 94016
237572	AA Batteries (4-pack)	2	3.84	08/13/19 02:59	102 Elm St, Dallas, TX 75001
237573	Bose SoundSport Headphones	1	99.99	08/05/19 20:38	278 8th St, Los Angeles, CA 90001
237574	LG Dryer	1	600.0	08/05/19 13:30	812 Lakeview St, San Francisco, CA 94016
237575	AA Batteries (4-pack)	1	3.84	08/08/19 15:22	231 Highland St, San Francisco, CA 94016
237576	Flatscreen TV	1	300	08/03/19 18:25	299 Ridge St, Boston, MA 02215
237577	AA Batteries (4-pack)	1	3.84	08/24/19 13:52	581 14th St, Portland, OR 97035
237578	Apple Airpods Headphones	1	150	08/02/19 02:30	99 Chestnut St, San Francisco, CA 94016
237579	Apple Airpods Headphones	1	150	08/28/19 23:25	871 Hill St, Dallas, TX 75001
237580	Apple Airpods Headphones	1	150	08/31/19 20:40	504 13th St, Dallas, TX 75001
237581	Lightning Charging Cable	1	14.95	08/15/19 16:24	787 Johnson St, Los Angeles, CA 90001
237582	Bose SoundSport Headphones	1	99.99	08/23/19 11:37	47 11th St, Austin, TX 73301
237583	20in Monitor	1	109.99	08/02/19 17:49	22 Sunset St, San Francisco, CA 94016
237584	Google Phone	1	600	08/16/19 11:08	892 Hickory St, Atlanta, GA 30301
237585	AAA Batteries (4-pack)	1	2.99	08/29/19 18:11	109 8th St, Seattle, WA 98101
237586	Bose SoundSport Headphones	1	99.99	08/10/19 23:00	259 Adams St, San Francisco, CA 94016
237587	LG Washing Machine	1	600.0	08/10/19 18:34	289 Lincoln St, Boston, MA 02215
237588	Apple Airpods Headphones	1	150	08/16/19 12:15	572 Cedar St, San Francisco, CA 94016
237589	ThinkPad Laptop	1	999.99	08/11/19 10:44	69 Chestnut St, Portland, ME 04101
237590	Lightning Charging Cable	1	14.95	08/01/19 08:19	62 Sunset St, Seattle, WA 98101
237591	Apple Airpods Headphones	1	150	08/25/19 04:33	829 1st St, Portland, OR 97035
237592	AA Batteries (4-pack)	1	3.84	08/19/19 14:36	431 5th St, Atlanta, GA 30301
237593	AA Batteries (4-pack)	2	3.84	08/04/19 10:23	36 Willow St, San Francisco, CA 94016
237594	Lightning Charging Cable	1	14.95	08/16/19 09:28	606 Elm St, Austin, TX 73301
237595	Apple Airpods Headphones	1	150	08/26/19 21:29	558 Spruce St, New York City, NY 10001
237596	Lightning Charging Cable	1	14.95	08/13/19 11:30	34 Cedar St, Boston, MA 02215
237597	AAA Batteries (4-pack)	5	2.99	08/31/19 12:29	198 6th St, Boston, MA 02215
237598	Bose SoundSport Headphones	1	99.99	08/27/19 19:02	416 Pine St, San Francisco, CA 94016
237599	Bose SoundSport Headphones	1	99.99	08/13/19 10:43	188 2nd St, Atlanta, GA 30301
237600	Apple Airpods Headphones	1	150	08/30/19 20:58	943 Madison St, San Francisco, CA 94016
237601	AA Batteries (4-pack)	1	3.84	08/06/19 18:38	567 River St, Los Angeles, CA 90001
237602	LG Dryer	1	600.0	08/09/19 03:48	413 13th St, Los Angeles, CA 90001
237603	Apple Airpods Headphones	1	150	08/29/19 12:03	333 9th St, Atlanta, GA 30301
237604	27in FHD Monitor	1	149.99	08/22/19 00:00	514 Johnson St, New York City, NY 10001
237605	Apple Airpods Headphones	1	150	08/24/19 16:50	931 Washington St, San Francisco, CA 94016
237606	USB-C Charging Cable	1	11.95	08/14/19 13:16	741 12th St, San Francisco, CA 94016
237607	Apple Airpods Headphones	1	150	08/26/19 18:23	791 12th St, San Francisco, CA 94016
237608	ThinkPad Laptop	1	999.99	08/16/19 22:28	113 4th St, Dallas, TX 75001
237609	Apple Airpods Headphones	1	150	08/03/19 21:37	747 Hill St, New York City, NY 10001
237610	34in Ultrawide Monitor	1	379.99	08/20/19 16:55	289 Lakeview St, New York City, NY 10001
237611	Lightning Charging Cable	1	14.95	08/26/19 11:37	451 2nd St, Los Angeles, CA 90001
237612	USB-C Charging Cable	1	11.95	08/13/19 18:31	790 North St, Portland, ME 04101
237613	USB-C Charging Cable	1	11.95	08/05/19 15:20	382 Dogwood St, Portland, OR 97035
237614	Bose SoundSport Headphones	1	99.99	08/29/19 06:43	902 13th St, Los Angeles, CA 90001
237615	Lightning Charging Cable	1	14.95	08/19/19 14:10	243 1st St, Los Angeles, CA 90001
237616	27in FHD Monitor	1	149.99	08/14/19 08:35	28 4th St, Boston, MA 02215
237617	Wired Headphones	1	11.99	08/06/19 13:01	833 Forest St, San Francisco, CA 94016
237618	Google Phone	1	600	08/10/19 18:02	227 9th St, Boston, MA 02215
237619	Wired Headphones	1	11.99	08/09/19 21:23	57 10th St, Dallas, TX 75001
237620	Apple Airpods Headphones	1	150	08/06/19 20:56	539 Maple St, Portland, ME 04101
237621	USB-C Charging Cable	1	11.95	08/31/19 19:52	366 5th St, Boston, MA 02215
237622	AAA Batteries (4-pack)	2	2.99	08/01/19 20:28	17 Chestnut St, Dallas, TX 75001
237623	Lightning Charging Cable	1	14.95	08/02/19 18:46	805 Forest St, Austin, TX 73301
237624	20in Monitor	1	109.99	08/02/19 18:43	670 Wilson St, New York City, NY 10001
237625	Wired Headphones	1	11.99	08/10/19 08:14	204 Main St, Atlanta, GA 30301
237626	Flatscreen TV	1	300	08/28/19 15:33	89 9th St, San Francisco, CA 94016
237627	Wired Headphones	2	11.99	08/16/19 14:22	283 Sunset St, Los Angeles, CA 90001
237628	Lightning Charging Cable	1	14.95	08/16/19 16:31	722 Main St, Austin, TX 73301
237629	AAA Batteries (4-pack)	1	2.99	08/09/19 23:24	13 Cedar St, Seattle, WA 98101
237630	Flatscreen TV	1	300	08/23/19 14:18	148 12th St, New York City, NY 10001
237631	AA Batteries (4-pack)	2	3.84	08/15/19 09:48	73 Willow St, Austin, TX 73301
237632	20in Monitor	1	109.99	08/05/19 05:35	477 8th St, San Francisco, CA 94016
237633	AAA Batteries (4-pack)	3	2.99	08/09/19 14:29	952 6th St, Austin, TX 73301
237634	27in FHD Monitor	1	149.99	08/01/19 14:28	364 Lincoln St, Los Angeles, CA 90001
237635	Lightning Charging Cable	1	14.95	08/12/19 06:46	740 4th St, Austin, TX 73301
237636	Lightning Charging Cable	1	14.95	08/17/19 23:50	566 6th St, San Francisco, CA 94016
237637	Wired Headphones	1	11.99	08/17/19 22:17	307 8th St, New York City, NY 10001
237638	Wired Headphones	1	11.99	08/24/19 15:08	917 Chestnut St, Boston, MA 02215
237639	AAA Batteries (4-pack)	2	2.99	08/05/19 22:18	660 Church St, Portland, OR 97035
237640	AA Batteries (4-pack)	1	3.84	08/12/19 04:25	984 Lincoln St, New York City, NY 10001
237641	AA Batteries (4-pack)	1	3.84	08/08/19 09:55	939 Wilson St, Boston, MA 02215
237642	34in Ultrawide Monitor	1	379.99	08/13/19 12:54	542 11th St, Los Angeles, CA 90001
237643	Lightning Charging Cable	1	14.95	08/24/19 18:14	96 Jefferson St, Los Angeles, CA 90001
237644	USB-C Charging Cable	2	11.95	08/31/19 11:34	289 Johnson St, Boston, MA 02215
237645	Bose SoundSport Headphones	1	99.99	08/25/19 19:00	316 Main St, Dallas, TX 75001
237646	ThinkPad Laptop	1	999.99	08/13/19 20:16	370 2nd St, San Francisco, CA 94016
237647	AAA Batteries (4-pack)	1	2.99	08/03/19 10:48	301 7th St, Boston, MA 02215
237648	34in Ultrawide Monitor	1	379.99	08/02/19 19:32	457 Lincoln St, Los Angeles, CA 90001
237649	Macbook Pro Laptop	1	1700	08/03/19 20:32	664 Church St, New York City, NY 10001
237650	USB-C Charging Cable	1	11.95	08/04/19 10:47	909 Spruce St, Dallas, TX 75001
237651	Lightning Charging Cable	1	14.95	08/08/19 14:52	109 Center St, New York City, NY 10001
237652	AA Batteries (4-pack)	1	3.84	08/12/19 19:40	848 Lakeview St, Boston, MA 02215
237653	AA Batteries (4-pack)	1	3.84	08/29/19 14:56	93 10th St, San Francisco, CA 94016
237654	AAA Batteries (4-pack)	7	2.99	08/12/19 15:07	266 Ridge St, Dallas, TX 75001
237655	Macbook Pro Laptop	1	1700	08/18/19 11:09	841 Park St, Boston, MA 02215
237656	AA Batteries (4-pack)	1	3.84	08/11/19 10:35	562 Park St, Boston, MA 02215
237657	Lightning Charging Cable	1	14.95	08/22/19 09:32	444 Ridge St, Los Angeles, CA 90001
237658	USB-C Charging Cable	1	11.95	08/05/19 08:28	854 13th St, Boston, MA 02215
237659	20in Monitor	1	109.99	08/06/19 09:16	387 River St, Seattle, WA 98101
237660	Apple Airpods Headphones	1	150	08/04/19 15:11	958 Chestnut St, San Francisco, CA 94016
237661	Lightning Charging Cable	1	14.95	08/27/19 16:38	668 Cherry St, New York City, NY 10001
237662	AA Batteries (4-pack)	1	3.84	08/23/19 17:55	650 1st St, New York City, NY 10001
237663	Wired Headphones	1	11.99	08/14/19 12:21	467 Park St, Portland, OR 97035
237664	AA Batteries (4-pack)	1	3.84	08/26/19 12:55	510 Meadow St, New York City, NY 10001
237665	AA Batteries (4-pack)	1	3.84	08/17/19 21:57	120 Cherry St, Los Angeles, CA 90001
237666	ThinkPad Laptop	1	999.99	08/30/19 10:33	391 Meadow St, Los Angeles, CA 90001
237667	27in FHD Monitor	1	149.99	08/27/19 12:25	41 North St, Atlanta, GA 30301
237668	USB-C Charging Cable	1	11.95	08/23/19 10:32	611 Maple St, Dallas, TX 75001
237669	Vareebadd Phone	1	400	08/18/19 12:31	623 13th St, Boston, MA 02215
295665	Macbook Pro Laptop	1	1700	12/30/19 00:01	136 Church St, New York City, NY 10001
295666	LG Washing Machine	1	600.0	12/29/19 07:03	562 2nd St, New York City, NY 10001
295667	USB-C Charging Cable	1	11.95	12/12/19 18:21	277 Main St, New York City, NY 10001
295668	27in FHD Monitor	1	149.99	12/22/19 15:13	410 6th St, San Francisco, CA 94016
295669	USB-C Charging Cable	1	11.95	12/18/19 12:38	43 Hill St, Atlanta, GA 30301
295670	AA Batteries (4-pack)	1	3.84	12/31/19 22:58	200 Jefferson St, New York City, NY 10001
295671	USB-C Charging Cable	1	11.95	12/16/19 15:10	928 12th St, Portland, OR 97035
295672	USB-C Charging Cable	2	11.95	12/13/19 09:29	813 Hickory St, Dallas, TX 75001
295673	Bose SoundSport Headphones	1	99.99	12/15/19 23:26	718 Wilson St, Dallas, TX 75001
295674	AAA Batteries (4-pack)	4	2.99	12/28/19 11:51	77 7th St, Dallas, TX 75001
295675	USB-C Charging Cable	2	11.95	12/13/19 13:52	594 1st St, San Francisco, CA 94016
295676	ThinkPad Laptop	1	999.99	12/28/19 17:19	410 Lincoln St, Los Angeles, CA 90001
295677	AA Batteries (4-pack)	2	3.84	12/20/19 19:19	866 Pine St, Boston, MA 02215
295678	AAA Batteries (4-pack)	2	2.99	12/06/19 09:38	187 Lincoln St, Dallas, TX 75001
295679	USB-C Charging Cable	1	11.95	12/25/19 09:39	902 2nd St, Dallas, TX 75001
295680	Lightning Charging Cable	1	14.95	12/01/19 14:30	338 Main St, Austin, TX 73301
